0	176.6
1	176.5
2	176.5
3	175.8
4	176.5
5	176.0
6	176.3
7	176.9
8	176.4
9	176.1
10	176.2
11	175.9
12	176.8
13	175.9
14	176.2
15	176.5
16	175.9
17	176.2
18	176.9
19	176.8
20	176.9
21	176.2
22	176.8
23	176.4
24	176.4
25	176.5
26	176.9
27	176.6
28	176.0
29	176.4
30	175.8
31	176.7
32	176.4
33	176.9
34	176.2
35	176.1
36	176.6
37	175.8
38	176.0
39	176.4
40	176.3
41	176.1
42	176.2
43	176.0
44	176.5
45	176.0
46	176.8
47	176.5
48	176.4
49	176.1
50	176.1
51	176.6
52	175.8
53	176.3
54	176.1
55	176.7
56	176.7
57	175.9
58	176.0
59	177.0
60	176.5
61	176.5
62	176.0
63	176.5
64	176.5
65	176.1
66	176.2
67	176.6
68	176.6
69	176.3
70	176.2
71	176.8
72	175.9
73	176.4
74	176.1
75	176.4
76	176.5
77	176.8
78	176.8
79	176.2
80	176.8
81	176.5
82	176.3
83	175.8
84	176.9
85	175.8
86	176.9
87	176.0
88	176.4
89	175.9
90	176.2
91	176.8
92	176.4
93	176.4
94	176.9
95	176.6
96	176.2
97	175.9
98	176.6
99	176.9
100	176.2
101	176.3
102	176.7
103	176.6
104	176.1
105	176.5
106	176.7
107	175.8
108	176.6
109	176.0
110	176.7
111	176.9
112	176.6
113	176.0
114	175.9
115	176.7
116	176.6
117	176.6
118	176.1
119	175.8
120	176.7
121	176.3
122	176.4
123	176.1
124	176.0
125	176.9
126	176.7
127	176.0
128	176.3
129	176.2
130	176.1
131	176.0
132	176.8
133	176.7
134	176.4
135	176.1
136	176.1
137	176.0
138	176.3
139	176.4
140	176.0
141	176.5
142	176.4
143	177.0
144	176.7
145	175.9
146	177.0
147	176.2
148	176.7
149	176.9
150	176.0
151	176.2
152	176.1
153	176.9
154	176.4
155	176.0
156	176.7
157	176.9
158	176.8
159	176.4
160	176.0
161	176.3
162	176.2
163	176.3
164	176.2
165	176.0
166	176.2
167	176.4
168	176.3
169	176.0
170	176.6
171	176.3
172	176.1
173	176.3
174	176.3
175	176.0
176	176.9
177	176.6
178	175.9
179	176.3
180	176.4
181	176.6
182	176.8
183	177.0
184	176.2
185	176.6
186	176.3
187	175.9
188	176.0
189	176.2
190	176.7
191	175.8
192	176.3
193	176.2
194	176.2
195	176.2
196	176.3
197	176.4
198	176.9
199	176.7
200	175.9
201	176.7
202	177.0
203	176.1
204	175.9
205	176.7
206	176.9
207	176.8
208	176.2
209	176.1
210	176.3
211	176.6
212	176.5
213	176.2
214	176.4
215	176.4
216	176.5
217	176.3
218	176.4
219	176.4
220	176.6
221	176.6
222	176.8
223	176.9
224	176.6
225	176.3
226	175.9
227	176.3
228	176.5
229	176.1
230	176.1
231	176.5
232	176.1
233	176.3
234	176.7
235	175.8
236	175.8
237	175.9
238	175.9
239	176.0
240	176.7
241	176.4
242	176.7
243	175.9
244	176.8
245	175.9
246	176.3
247	176.8
248	175.8
249	176.8
250	176.9
251	176.2
252	176.8
253	176.3
254	176.3
255	176.1
256	176.8
257	175.9
258	175.9
259	175.8
260	176.2
261	176.4
262	176.8
263	176.0
264	176.1
265	176.6
266	176.6
267	176.2
268	175.9
269	175.9
270	176.9
271	176.1
272	176.3
273	176.0
274	176.0
275	176.6
276	175.9
277	176.4
278	176.4
279	176.4
280	176.5
281	175.9
282	175.9
283	176.0
284	176.5
285	175.9
286	175.9
287	176.6
288	176.9
289	176.3
290	176.4
291	176.4
292	176.5
293	176.5
294	176.0
295	175.9
296	176.3
297	175.9
298	177.0
299	176.8
300	176.6
301	176.6
302	176.3
303	176.0
304	175.8
305	176.8
306	176.5
307	176.5
308	176.0
309	176.3
310	176.7
311	175.9
312	176.9
313	176.3
314	176.4
315	176.7
316	176.1
317	175.8
318	175.8
319	175.9
320	176.3
321	176.4
322	175.9
323	176.8
324	175.9
325	176.5
326	176.9
327	176.3
328	176.0
329	176.6
330	176.0
331	176.5
332	176.1
333	176.5
334	176.2
335	176.5
336	176.3
337	176.7
338	176.9
339	176.8
340	176.0
341	176.6
342	176.8
343	176.5
344	176.8
345	175.9
346	177.0
347	177.0
348	176.5
